"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15413","Successful login with valid credentials","Login to Application","Sat Nov 08 06:21:19 WIB 2025","passed","Sat Nov 08 06:21:35 WIB 2025","","","",""
